,id,authors,title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
821,822,Julian Barnes,The Sense of an Ending,3.7,2910,9843,30865,45258,25149,https://images.gr-assets.com/books/1311704453m/10746542.jpg
822,823,Sue Grafton,"A is for Alibi (Kinsey Millhone, #1)",3.82,2465,7563,34101,42272,34824,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
823,824,"Sophocles, J.E. Thomas","Oedipus Rex  (The Theban Plays, #1)",3.67,3032,12324,42020,45436,31572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
824,825,Lisa See,Shanghai Girls (Shanghai Girls #1),3.87,1334,5638,28727,49667,29496,https://images.gr-assets.com/books/1327968416m/5960325.jpg
825,826,"Kenneth Grahame, Gillian Avery",The Wind in the Willows,3.98,2608,7140,31301,47933,50809,https://images.gr-assets.com/books/1423183570m/5659.jpg
826,827,Jenny Han,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",4.11,3388,6744,25033,51196,64950,https://images.gr-assets.com/books/1372086100m/15749186.jpg
827,828,"Marjane Satrapi, Mattias Ripa","Persepolis: The Story of a Childhood (Persepolis, #1)",4.23,1138,3121,16734,45474,53498,https://images.gr-assets.com/books/1425871473m/9516.jpg
828,829,E.M. Forster,A Room with a View,3.91,2113,7241,28787,45563,38351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
829,830,Kody Keplinger,The DUFF: Designated Ugly Fat Friend,3.86,5089,10817,33459,47351,49831,https://images.gr-assets.com/books/1271108843m/6931356.jpg
830,831,Sarah Dessen,Lock and Key,4.01,1910,6407,27658,43875,47799,https://images.gr-assets.com/books/1479691949m/1295102.jpg
831,832,J.D. Robb,"Naked in Death (In Death, #1)",4.13,3226,5211,21254,39535,57555,https://images.gr-assets.com/books/1297783540m/268602.jpg
832,833,John Grisham,The Chamber,3.76,1706,7154,32686,38347,26913,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
833,834,Stephenie Meyer,"Midnight Sun (Twilight, #1.5)",4.03,6209,9089,23237,35433,64149,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
835,836,Rachel Joyce,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",3.89,1925,6032,26242,48627,31050,https://images.gr-assets.com/books/1335816092m/13227454.jpg
836,837,David Levithan,"Every Day (Every Day, #1)",3.99,2994,7882,26109,47403,49572,https://images.gr-assets.com/books/1356993940m/13262783.jpg
837,838,Orson Scott Card,"Xenocide (Ender's Saga, #3)",3.77,1842,8424,33016,43038,28863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
838,839,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",The Merchant of Venice,3.78,1925,9212,36917,46745,33490,https://images.gr-assets.com/books/1327871054m/24128.jpg
839,840,James Clavell,"Shōgun (Asian Saga, #1)",4.37,872,2373,13468,35713,63101,https://images.gr-assets.com/books/1397228842m/402093.jpg
840,841,J.R. Ward,"Lover Awakened (Black Dagger Brotherhood, #3)",4.45,1196,2744,14043,36965,87806,https://images.gr-assets.com/books/1388773547m/42900.jpg
841,842,Sarah J. Maas,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",4.29,3499,6586,22541,56042,100055,https://images.gr-assets.com/books/1491595796m/16096824.jpg
842,843,E.L. James,"Fifty Shades Trilogy (Fifty Shades, #1-3)",4.13,5505,6427,13235,20763,55683,https://images.gr-assets.com/books/1431573483m/13584236.jpg
843,844,"Bill Martin Jr., John Archambault, Lois Ehlert",Chicka Chicka Boom Boom,4.21,2524,5879,18923,26523,62240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
845,846,"George Orwell, Christopher Hitchens",Animal Farm / 1984,4.26,1212,3276,16511,40583,57179,https://images.gr-assets.com/books/1327959366m/5472.jpg
846,847,Jacquelyn Mitchard,"The Deep End of the Ocean (Cappadora Family, #1)",3.84,1741,6092,27939,39820,28879,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
847,848,Amy Tan,The Bonesetter's Daughter,3.98,730,3502,23935,46287,30820,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
848,849,Louise Rennison,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",3.74,4507,10953,31648,35061,36724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
849,850,Robin Sloan,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",3.75,2419,9582,34956,50973,29466,https://images.gr-assets.com/books/1345089845m/13538873.jpg
850,851,V.C. Andrews,"Flowers in the Attic (Dollanganger, #1)",3.79,4467,10284,30206,38523,38779,https://images.gr-assets.com/books/1327880853m/43448.jpg
851,852,"Paul Kalanithi, Abraham Verghese",When Breath Becomes Air,4.32,2913,4244,18562,51535,88419,https://images.gr-assets.com/books/1492677644m/25899336.jpg
852,853,Jerry Spinelli,Maniac Magee,3.86,2697,7804,25881,33058,35217,https://images.gr-assets.com/books/1395884800m/139463.jpg
853,854,Chuck Palahniuk,Invisible Monsters,4.0,1625,5710,20718,35026,36857,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
854,855,William Shakespeare,Twelfth Night,3.97,1494,6329,29985,47546,43539,https://images.gr-assets.com/books/1416628008m/1625.jpg
855,856,Lois Lowry,"Gathering Blue (The Giver, #2)",3.8,1516,8009,36770,49694,31821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
856,857,Ellen Raskin,The Westing Game,4.03,2682,6710,24165,41664,49122,https://images.gr-assets.com/books/1356850909m/902.jpg
857,858,Pierce Brown,"Red Rising (Red Rising, #1)",4.26,2341,4309,15037,42448,64053,https://images.gr-assets.com/books/1461354651m/15839976.jpg
858,859,Brent Weeks,"The Way of Shadows (Night Angel, #1)",4.15,2049,4811,17366,39470,50796,https://images.gr-assets.com/books/1327881551m/3227063.jpg
859,860,Barbara Kingsolver,"The Bean Trees (Greer Family, #1)",3.94,1401,5007,25764,47738,33658,https://images.gr-assets.com/books/1443483961m/30868.jpg
860,861,Jamie McGuire,"Walking Disaster (Beautiful, #2)",4.23,2597,5841,20243,42657,73776,https://images.gr-assets.com/books/1352338368m/15745950.jpg
861,862,Brandon Sanderson,"Words of Radiance (The Stormlight Archive, #2)",4.77,154,404,2653,18272,86693,https://images.gr-assets.com/books/1391535251m/17332218.jpg
862,863,"Sam McBratney, Anita Jeram",Guess How Much I Love You,4.36,1434,3317,13963,25628,63212,https://images.gr-assets.com/books/1320457007m/301736.jpg
863,864,Diana Gabaldon,"The Fiery Cross (Outlander, #5)",4.26,736,3692,18829,37362,59819,https://images.gr-assets.com/books/1407366842m/10967.jpg
864,865,"Stephen King, John D. MacDonald",Night Shift,3.96,984,4705,28410,41703,36555,https://images.gr-assets.com/books/1342215309m/10628.jpg
865,866,Peter Benchley,Jaws,3.96,1836,5893,24737,35730,38005,https://images.gr-assets.com/books/1327958767m/126232.jpg
866,867,Nicole Krauss,The History of Love,3.91,2251,7414,22791,35939,35075,https://images.gr-assets.com/books/1327911009m/3867.jpg
867,868,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",Pippi Longstocking,4.11,1749,5293,25615,41802,55846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
868,869,"Muriel Barbery, Alison Anderson",The Elegance of the Hedgehog,3.73,6480,11258,25525,39331,35962,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
869,870,"Doris Kearns Goodwin, Suzanne Toren",Team of Rivals: The Political Genius of Abraham Lincoln,4.3,3306,3095,11140,31184,59219,https://images.gr-assets.com/books/1347278868m/2199.jpg
870,871,Charlaine Harris,"Dead in the Family (Sookie Stackhouse, #10)",3.88,1531,8555,37227,48154,42560,https://images.gr-assets.com/books/1290479828m/7091488.jpg
871,872,"Albert Camus, Stuart Gilbert",The Plague,3.97,1430,5671,23913,44261,36548,https://images.gr-assets.com/books/1342837610m/11989.jpg
872,873,"Lemony Snicket, Brett Helquist","The Reptile Room (A Series of Unfortunate Events, #2)",3.95,1410,6684,34847,52929,45251,https://images.gr-assets.com/books/1352146294m/78418.jpg
873,874,Susannah Cahalan,Brain on Fire: My Month of Madness,4.0,1491,4253,21084,42730,34059,https://images.gr-assets.com/books/1353173297m/13547180.jpg
874,875,Melissa Marr,"Wicked Lovely (Wicked Lovely, #1)",3.69,5909,13879,36275,40331,39922,https://images.gr-assets.com/books/1327814035m/305234.jpg
875,876,H.A. Rey,Curious George,4.13,2090,5211,21963,29649,53554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
876,877,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",The Neverending Story,4.17,1684,4743,21142,39618,57368,https://images.gr-assets.com/books/1327871159m/27712.jpg
877,878,Sylvia Nasar,A Beautiful Mind,4.12,2044,3393,16728,36997,41467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
878,879,"Upton Sinclair, Earl Lee, Kathleen DeGrave",The Jungle,3.72,3719,9393,29116,39239,28055,https://images.gr-assets.com/books/1332140681m/41681.jpg
879,880,Kelley Armstrong,"The Summoning (Darkest Powers, #1)",4.03,3330,7629,27219,42153,56501,https://images.gr-assets.com/books/1478986944m/2800905.jpg
880,881,Oliver Sacks,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4.04,1549,4719,21880,42523,40419,https://images.gr-assets.com/books/1447047702m/63697.jpg
881,882,Ken Follett,Eye of the Needle,4.16,578,2147,17130,40554,39562,https://images.gr-assets.com/books/1327939511m/92364.jpg
882,883,Margaret Atwood,The Blind Assassin,3.95,2340,6203,23409,42565,36767,https://images.gr-assets.com/books/1451445426m/78433.jpg
883,884,Ransom Riggs,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",4.07,971,4618,25627,54274,47434,https://images.gr-assets.com/books/1429175859m/23164983.jpg
884,885,Andre Dubus III,House of Sand and Fog,3.83,3192,7268,24787,38793,30763,https://images.gr-assets.com/books/1428883041m/359770.jpg
885,886,M.R. Carey,The Girl with All the Gifts,3.93,2427,6277,24649,49720,36420,https://images.gr-assets.com/books/1403033579m/17235026.jpg
886,887,William Faulkner,As I Lay Dying,3.72,6178,10613,24587,35971,33356,https://images.gr-assets.com/books/1451810782m/77013.jpg
887,888,Crockett Johnson,Harold and the Purple Crayon,4.24,1865,4213,17288,28357,58029,https://images.gr-assets.com/books/1327390957m/98573.jpg
888,889,J.R. Ward,"Lover Eternal (Black Dagger Brotherhood, #2)",4.35,1583,3587,17261,42711,81063,https://images.gr-assets.com/books/1300845974m/35729.jpg
889,890,Isaac Asimov,Second Foundation (Foundation #3),4.23,394,2296,16502,39942,46705,https://images.gr-assets.com/books/1417900922m/29580.jpg
890,891,Jim Butcher,"Fool Moon (The Dresden Files, #2)",4.04,580,4224,26768,49154,41432,https://images.gr-assets.com/books/1345556849m/91477.jpg
891,892,Malcolm Gladwell,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",3.9,1768,5208,24303,40901,29527,https://images.gr-assets.com/books/1391813567m/15751404.jpg
893,894,Terry Pratchett,"Guards! Guards! (Discworld, #8)",4.32,756,1721,14830,43570,58192,https://images.gr-assets.com/books/1431127356m/64216.jpg
894,895,Joan Didion,The Year of Magical Thinking,3.86,2670,7410,22435,35538,31255,https://images.gr-assets.com/books/1327878638m/7815.jpg
895,896,Lionel Shriver,We Need to Talk About Kevin,4.07,3643,5596,16884,41057,46759,https://images.gr-assets.com/books/1327865017m/80660.jpg
896,897,Arthur C. Clarke,"Rendezvous with Rama (Rama, #1)",4.06,836,3999,20716,40151,37712,https://images.gr-assets.com/books/1405456427m/112537.jpg
897,898,Anne Rice,"The Queen of the Damned (The Vampire Chronicles, #3)",3.86,1866,8091,31233,39038,37061,https://images.gr-assets.com/books/1327871992m/43758.jpg
898,899,"Edith Wharton, Maureen Howard",The Age of Innocence,3.93,2359,6549,25631,42542,37913,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
899,900,Richard Dawkins,The Selfish Gene,4.11,2783,4298,15845,33818,44273,https://images.gr-assets.com/books/1366758096m/61535.jpg
900,901,Geraldine Brooks,Year of Wonders,4.0,1491,4853,21931,43557,36197,https://images.gr-assets.com/books/1327936622m/4965.jpg
901,902,Michael Connelly,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",4.08,1487,2971,19722,45422,38786,https://images.gr-assets.com/books/1344265342m/32508.jpg
902,903,Ayn Rand,Anthem,3.62,6095,10982,27984,34074,27631,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
903,904,Sylvain Reynard,"Gabriel's Inferno (Gabriel's Inferno, #1)",4.02,5445,8481,21252,35901,56804,https://images.gr-assets.com/books/1301789770m/10140661.jpg
904,905,"Judi Barrett, Ron Barrett",Cloudy With a Chance of Meatballs,4.15,1641,4578,19494,30132,49675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
905,906,Helen Simonson,Major Pettigrew's Last Stand,3.87,1652,5870,26114,46749,28926,https://images.gr-assets.com/books/1320539020m/6643090.jpg
906,907,Nora Roberts,"Vision in White (Bride Quartet, #1)",4.1,1736,4571,20507,35020,45913,https://images.gr-assets.com/books/1316972164m/5598113.jpg
907,908,Jodi Picoult,The Tenth Circle,3.48,3141,12846,36925,32003,18240,https://images.gr-assets.com/books/1348575053m/10909.jpg
908,909,Rick Riordan,"The Throne of Fire (Kane Chronicles, #2)",4.2,869,3653,20425,42668,55409,https://images.gr-assets.com/books/1366227973m/9067850.jpg
909,910,John Scalzi,"Old Man's War (Old Man's War, #1)",4.23,883,2704,14821,42929,47796,https://images.gr-assets.com/books/1487044882m/51964.jpg
910,911,Stephen King,Gerald's Game,3.47,6039,14425,32757,28853,23703,https://images.gr-assets.com/books/1297737756m/32692.jpg
911,912,Janet Evanovich,"Two for the Dough (Stephanie Plum, #2)",4.11,458,3089,25824,51020,47157,https://images.gr-assets.com/books/1330926461m/6427.jpg
912,913,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",The Joy of Cooking,4.14,3036,4504,17338,31223,49819,https://images.gr-assets.com/books/1379313627m/327847.jpg
913,914,Joe Haldeman,"The Forever War (The Forever War, #1)",4.15,919,3331,16929,39208,41388,https://images.gr-assets.com/books/1386852511m/21611.jpg
914,915,"Stephen King, Bettina Blanch Tyroller",Insomnia,3.79,3138,9066,28408,35608,33224,https://images.gr-assets.com/books/1354355494m/10585.jpg
915,916,Azar Nafisi,Reading Lolita in Tehran,3.57,4270,10670,28610,34061,20802,https://images.gr-assets.com/books/1397751318m/7603.jpg
916,917,Joe Abercrombie,"The Blade Itself (The First Law, #1)",4.14,1844,3944,15593,42598,43635,https://images.gr-assets.com/books/1284167912m/944073.jpg
917,918,Eoin Colfer,"The Arctic Incident (Artemis Fowl, #2)",3.94,1594,5098,27655,44276,36244,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
918,919,Annie Proulx,The Shipping News,3.83,3321,8054,24808,40446,32418,https://images.gr-assets.com/books/1469036074m/7354.jpg
919,920,"Marie Kondō, Cathy Hirano",The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,3.77,3885,10846,32775,44967,36936,https://images.gr-assets.com/books/1418767178m/22318578.jpg
920,921,"Jennifer Niven, فرانک معنوی",All the Bright Places,4.19,2871,6238,21061,45697,70675,https://images.gr-assets.com/books/1404331702m/18460392.jpg
921,922,Kathy Reichs,"Déjà Dead (Temperance Brennan, #1)",3.86,2579,6023,27054,40072,31908,https://images.gr-assets.com/books/1334157601m/231604.jpg
922,923,Michael Scott,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",3.84,3737,8839,27510,38469,37309,https://images.gr-assets.com/books/1361310229m/17402605.jpg
923,924,Jeffrey Eugenides,The Marriage Plot,3.42,4472,12653,33397,33807,14942,https://images.gr-assets.com/books/1328736940m/10964693.jpg
924,925,"Isabel Allende, Margaret Sayers Peden",Daughter of Fortune,3.89,1238,4950,24400,39391,26960,https://images.gr-assets.com/books/1299666780m/16527.jpg
925,926,Jessica Knoll,Luckiest Girl Alive,3.48,3530,11319,33135,34874,15305,https://images.gr-assets.com/books/1425975301m/22609317.jpg
926,927,Ellen Hopkins,"Crank (Crank, #1)",4.16,2207,5055,16890,31143,50528,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
927,928,Maggie Stiefvater,"The Raven Boys (The Raven Cycle, #1)",4.05,4299,7656,26761,57622,63358,https://images.gr-assets.com/books/1477103737m/17675462.jpg
928,929,Richard Matheson,I Am Legend and Other Stories,3.99,1451,5061,22371,38426,35632,https://images.gr-assets.com/books/1317791583m/547094.jpg
929,930,Elizabeth Strout,Olive Kitteridge,3.78,2907,8772,26625,41160,29054,https://images.gr-assets.com/books/1320430655m/1736739.jpg
930,931,"Lena Dunham, Joana Avillez","Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",3.33,6235,14712,32976,28187,15516,https://images.gr-assets.com/books/1402816003m/20588698.jpg
931,932,James C. Collins,Good to Great: Why Some Companies Make the Leap... and Others Don't,4.04,1550,3682,16971,33234,32936,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
932,933,Kristin Cashore,"Fire (Graceling Realm, #2)",4.12,2390,6020,22684,45051,57317,https://images.gr-assets.com/books/1331535456m/6137154.jpg
933,934,Samuel Beckett,Waiting for Godot,3.81,4684,9587,25125,36788,37059,https://images.gr-assets.com/books/1327910301m/17716.jpg
934,935,Jack London,White Fang,3.94,1823,5850,27264,42175,37407,https://images.gr-assets.com/books/1475878443m/43035.jpg
935,936,"Stephen King, Bernie Wrightson","Wolves of the Calla (The Dark Tower, #5)",4.17,1013,3733,17788,39889,47225,https://images.gr-assets.com/books/1419360231m/4978.jpg
936,937,Philip Pullman,His Dark Materials (His Dark Materials #1-3),4.25,1672,3744,13475,31455,51694,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
937,938,J.A. Redmerski,"The Edge of Never (The Edge of Never, #1)",4.26,2681,4863,16493,35712,67937,https://images.gr-assets.com/books/1358810128m/16081272.jpg
938,939,Kimberly McCreight,Reconstructing Amelia,3.82,1616,5754,25360,42578,23961,https://images.gr-assets.com/books/1350193583m/15776309.jpg
939,940,Jojo Moyes,One Plus One,3.94,1548,4059,23143,47569,29614,https://images.gr-assets.com/books/1403185695m/18693716.jpg
940,941,Michael Cunningham,The Hours,3.91,2540,6874,23497,38208,35489,https://images.gr-assets.com/books/1479663379m/11899.jpg
941,942,Alice Clayton,"Wallbanger (Cocktail, #1)",4.1,3556,7236,23963,46970,63885,https://images.gr-assets.com/books/1352205960m/15858248.jpg
942,943,David Sedaris,Holidays on Ice,3.95,1685,5179,20216,32529,31289,https://images.gr-assets.com/books/1328330843m/4136.jpg
943,944,Stephen King,Desperation,3.8,2284,8007,27093,32961,29783,https://images.gr-assets.com/books/1395764566m/10584.jpg
944,945,Lauren Kate,"Passion (Fallen, #3)",3.89,3673,10214,28665,35799,46901,https://images.gr-assets.com/books/1362339802m/9369720.jpg
945,946,James Dashner,"The Kill Order (Maze Runner, #0.5)",3.69,4497,11820,28996,31984,32144,https://images.gr-assets.com/books/1330636153m/13089710.jpg
946,947,Susan Ee,"Angelfall (Penryn & the End of Days, #1)",4.19,2909,5168,18366,40347,61238,https://images.gr-assets.com/books/1423238576m/11500217.jpg
947,948,Richard Russo,Empire Falls,3.91,1469,5164,21151,38013,27257,https://images.gr-assets.com/books/1403184884m/187020.jpg
948,949,Robert Jordan,"The Fires of Heaven (Wheel of Time, #5)",4.13,863,3367,18885,39542,41660,https://images.gr-assets.com/books/1327866286m/13895.jpg
949,950,Jandy Nelson,I'll Give You the Sun,4.14,7025,7517,20793,40241,78008,https://images.gr-assets.com/books/1496659336m/20820994.jpg
950,951,Chuck Palahniuk,Survivor,3.93,903,4759,20844,34767,26958,https://images.gr-assets.com/books/1327346693m/22283.jpg
951,952,Sophie Kinsella,"Shopaholic & Baby (Shopaholic, #5)",3.77,2341,7661,29880,34857,28882,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
952,953,Stephen King,"The Dark Tower (The Dark Tower, #7)",4.27,1630,3759,13375,31203,54118,https://images.gr-assets.com/books/1372296329m/5091.jpg
953,954,Catherine Hardwicke,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,4.2,3040,4242,14517,17460,50124,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
954,955,Sophie Kinsella,"Shopaholic Takes Manhattan (Shopaholic, #2)",3.75,1635,7071,31036,35898,25078,https://images.gr-assets.com/books/1266449959m/9418.jpg
955,956,Richard Feynman,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",4.29,2080,2616,11036,30784,51203,https://images.gr-assets.com/books/1348445281m/5544.jpg
956,957,Maggie Stiefvater,"Linger (The Wolves of Mercy Falls, #2)",3.91,2594,8966,31455,44446,45823,https://images.gr-assets.com/books/1292482391m/6654313.jpg
957,958,L.M. Montgomery,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",4.42,1395,1991,9286,23394,57001,https://images.gr-assets.com/books/1267721500m/3579.jpg
958,959,"James Joyce, Seamus Deane",A Portrait of the Artist as a Young Man,3.6,6367,11067,26108,33169,26521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
959,960,"Robert Jordan, Brandon Sanderson","The Gathering Storm (Wheel of Time, #12)",4.34,1146,2178,10877,32914,53228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
960,961,"George Eliot, Michel Faber",Middlemarch,3.93,3674,7307,22093,33770,40316,https://images.gr-assets.com/books/1481264628m/19089.jpg
961,962,Colleen Hoover,"Point of Retreat (Slammed, #2)",4.3,1204,3594,16043,39235,64069,https://images.gr-assets.com/books/1330543249m/13496084.jpg
962,963,John Grisham,The Partner,3.89,746,4116,25227,36009,25823,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
963,964,J.R.R. Tolkien,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,4.59,826,1281,5819,19982,66440,https://images.gr-assets.com/books/1346072396m/30.jpg
964,965,S.C. Stephens,"Thoughtless (Thoughtless, #1)",4.12,5238,6858,17472,32339,61960,https://images.gr-assets.com/books/1331254339m/13517535.jpg
965,966,Scott Turow,Presumed Innocent,4.1,679,2438,18147,38472,34099,https://images.gr-assets.com/books/1404412704m/425029.jpg
966,967,Stephen King,The Dark Half,3.74,1592,7735,31007,34084,25500,https://images.gr-assets.com/books/1430122353m/11597.jpg
967,968,Stacy Schiff,Cleopatra: A Life,3.62,5022,7484,19656,23929,20594,https://images.gr-assets.com/books/1294098301m/7968243.jpg
968,969,Thomas L. Friedman,The World Is Flat: A Brief History of the Twenty-first Century,3.66,3342,7529,22896,30500,19638,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
969,970,Brandon Sanderson,"Steelheart (The Reckoners, #1)",4.16,1300,3063,15596,40585,41572,https://images.gr-assets.com/books/1357576738m/17182126.jpg
970,971,"Marcus Pfister, J. Alison James",The Rainbow Fish,4.15,2029,4860,17546,24018,47765,https://images.gr-assets.com/books/1328755881m/766020.jpg
971,972,Jules Verne,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",3.84,1238,6342,31442,42106,29972,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
972,973,Gretchen Rubin,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",3.57,4381,11562,30145,34374,22416,https://images.gr-assets.com/books/1256849491m/6398634.jpg
973,974,Philip K. Dick,The Man in the High Castle,3.66,2723,10203,31793,40156,23513,https://images.gr-assets.com/books/1448756803m/216363.jpg
974,975,"Vincent Bugliosi, Curt Gentry",Helter Skelter: The True Story of the Manson Murders,4.0,1207,4141,21434,35026,33111,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
975,976,"Robert Kapilow, Dr. Seuss","Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",4.44,803,1943,10781,20483,56681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
976,977,"Dante Alighieri, Anthony M. Esolen",Inferno (The Divine Comedy #1),3.99,1930,6267,23308,37680,40015,https://images.gr-assets.com/books/1333579470m/15645.jpg
977,978,Deborah Harkness,"Shadow of Night (All Souls Trilogy, #2)",4.04,1531,5320,22037,41964,42008,https://images.gr-assets.com/books/1320604137m/11559200.jpg
978,979,Jodi Picoult,Leaving Time,3.94,1874,5604,20043,36018,31045,https://images.gr-assets.com/books/1394487223m/18816603.jpg
979,980,Patricia Briggs,"Moon Called (Mercy Thompson, #1)",4.18,2325,4716,20975,46351,61906,https://images.gr-assets.com/books/1272070347m/71811.jpg
980,981,Melissa de la Cruz,"Blue Bloods (Blue Bloods, #1)",3.68,6024,12543,31927,34222,36273,https://images.gr-assets.com/books/1322281515m/872333.jpg
981,982,Caleb Carr,"The Alienist (Dr. Laszlo Kreizler, #1)",4.05,1798,4571,18715,37572,38252,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
982,983,Ta-Nehisi Coates,Between the World and Me,4.4,1438,2375,9177,30541,59415,https://images.gr-assets.com/books/1451435027m/25489625.jpg
983,984,"John Milton, John      Leonard",Paradise Lost,3.8,3956,9036,25069,32906,33613,https://images.gr-assets.com/books/1455618673m/15997.jpg
984,985,Michael   Lewis,The Big Short: Inside the Doomsday Machine,4.26,972,2139,12082,38479,44600,https://images.gr-assets.com/books/1453470736m/6463967.jpg
985,986,Stephen King,The Girl Who Loved Tom Gordon,3.56,3658,12231,33253,30730,23284,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
986,987,"Patrick Ness, Jim Kay, Siobhan Dowd",A Monster Calls,4.36,1622,3307,14260,39473,73931,https://images.gr-assets.com/books/1485991317m/8621462.jpg
987,988,"Robert Jordan, Brandon Sanderson","Towers of Midnight (Wheel of Time, #13)",4.42,877,1704,9062,30593,55856,https://images.gr-assets.com/books/1358109459m/8253920.jpg
988,989,Frederick Forsyth,The Day of the Jackal,4.25,514,1738,12890,34456,40008,https://images.gr-assets.com/books/1405364996m/540020.jpg
990,991,Rainbow Rowell,Attachments,3.95,2354,5547,25617,48546,37801,https://images.gr-assets.com/books/1499377988m/8909152.jpg
991,992,"Stephenie Meyer, Ilyana Kadushin, Matt Walters","The Twilight Saga (Twilight, #1-4)",3.88,7478,7649,16077,23209,42398,https://images.gr-assets.com/books/1327930511m/3090465.jpg
